ml_model,ml_threshold,rules_threshold,precision,recall,f1,tp,fp,fn,tn
GB,0.45,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.45,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.45,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.45,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.45,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.45,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.45,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.45,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.45,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.45,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.45,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.45,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.45,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.45,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.45,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.45,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.45,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.45,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.5,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.5,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.5,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.5,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.5,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.5,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.5,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.5,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.5,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.5,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.5,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.5,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.5,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.5,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.5,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.5,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.5,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.5,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.5,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.5,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.5,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.5,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.5,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.55,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.55,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.55,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.55,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.55,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.55,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.55,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.55,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.55,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.55,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.55,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.55,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.55,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.55,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.55,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.55,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.55,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.55,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.55,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.55,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.55,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.55,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.55,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.6,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.6,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.6,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.6,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.6,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.6,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.6,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.6,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.6,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.6,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.6,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.6,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.6,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.6,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.6,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.6,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.6,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.6,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.6,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.6,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.6,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.6,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.6,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.65,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.65,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.65,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.65,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.65,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.65,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.65,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.65,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.65,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.65,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.65,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.65,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.65,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.65,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.65,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.65,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.65,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.65,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.65,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.65,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.65,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.65,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.65,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.7,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.7,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.7,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.7,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.7,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.7,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.7,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.7,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.7,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.7,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.7,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.7,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.7,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.7,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.7,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.7,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.7,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.7,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.7,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.7,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.7,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.7,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.7,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.75,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.75,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.75,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.75,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.75,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.75,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.75,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.75,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.75,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.75,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.75,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.75,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.75,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.75,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.75,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.75,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.75,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.75,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.75,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.75,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.75,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.75,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.75,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.8,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.8,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.8,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.8,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.8,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.8,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.8,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.8,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.8,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.8,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.8,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.8,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.8,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.8,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.8,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.8,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.8,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.8,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.8,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.8,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.8,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.8,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.8,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.85,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.85,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.85,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.85,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.85,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.85,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.85,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.85,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.85,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.85,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.85,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.85,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.85,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.85,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.85,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.85,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.85,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.85,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.85,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.85,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.85,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.85,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.85,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.9,0.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.9,0.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.9,1.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.9,1.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.9,2.0,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.9,2.5,0.9375,0.8108108108108109,0.8695652173913043,60,4,14,18431
GB,0.9,3.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.9,3.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.9,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.9,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.9,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.9,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.9,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.9,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.9,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.9,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.9,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.9,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.9,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.9,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.9,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.9,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.9,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
GB,0.95,0.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.95,0.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.95,1.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.95,1.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.95,2.0,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.95,2.5,0.9523809523809523,0.8108108108108109,0.8759124087591241,60,3,14,18432
GB,0.95,3.0,0.967741935483871,0.8108108108108109,0.8823529411764706,60,2,14,18433
GB,0.95,3.5,0.967741935483871,0.8108108108108109,0.8823529411764706,60,2,14,18433
GB,0.95,4.0,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.95,4.5,0.9836065573770492,0.8108108108108109,0.8888888888888888,60,1,14,18434
GB,0.95,5.0,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.95,5.5,0.9821428571428571,0.7432432432432432,0.8461538461538461,55,1,19,18434
GB,0.95,6.0,1.0,0.7297297297297297,0.84375,54,0,20,18435
GB,0.95,6.5,1.0,0.6621621621621622,0.7967479674796748,49,0,25,18435
GB,0.95,7.0,1.0,0.6486486486486487,0.7868852459016393,48,0,26,18435
GB,0.95,7.5,1.0,0.6351351351351351,0.7768595041322314,47,0,27,18435
GB,0.95,8.0,1.0,0.44594594594594594,0.616822429906542,33,0,41,18435
GB,0.95,8.5,1.0,0.4189189189189189,0.5904761904761905,31,0,43,18435
GB,0.95,9.0,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.95,9.5,1.0,0.28378378378378377,0.4421052631578947,21,0,53,18435
GB,0.95,10.0,1.0,0.1891891891891892,0.3181818181818182,14,0,60,18435
GB,0.95,10.5,1.0,0.10810810810810811,0.1951219512195122,8,0,66,18435
GB,0.95,11.0,1.0,0.04054054054054054,0.07792207792207792,3,0,71,18435
